Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Posture
2023-10-01 23:53:01,0.036,-0.054,0.9746,1.22,-2.14,0.24,-10.5,39.58,-5.63,supine
2023-10-01 23:53:01,0.0356,-0.0538,0.9756,0.79,-2.14,0.24,-10.57,38.88,-5.79,supine
2023-10-01 23:53:01,0.0366,-0.0548,0.9751,1.1,-2.38,0.24,-10.94,39.18,-4.03,supine
2023-10-01 23:53:01,0.0355,-0.0547,0.9752,1.1,-2.44,0.31,-10.62,40.53,-4.37,supine
2023-10-01 23:53:01,0.0371,-0.0551,0.9744,1.16,-2.5,0.24,-10.58,39.21,-6.4,supine
2023-10-01 23:53:01,0.0369,-0.0535,0.975,1.04,-2.38,0.18,-10.99,39.22,-5.43,supine
2023-10-01 23:53:01,0.0366,-0.0542,0.9749,1.16,-2.38,0.12,-10.83,39.54,-5.0,supine
2023-10-01 23:53:01,0.0361,-0.0529,0.9746,0.79,-2.14,0.18,-11.07,39.04,-5.74,supine
2023-10-01 23:53:01,0.0377,-0.0535,0.9756,1.04,-2.32,0.12,-10.79,39.26,-4.91,supine
2023-10-01 23:53:01,0.0365,-0.0533,0.9745,1.04,-2.32,0.18,-10.14,40.0,-4.42,supine
2023-10-01 23:53:02,0.0374,-0.0546,0.976,0.98,-2.44,0.18,-10.57,39.22,-5.74,supine
2023-10-01 23:53:02,0.0358,-0.0536,0.9752,0.98,-2.38,0.37,-11.71,39.25,-6.27,supine
2023-10-01 23:53:02,0.0366,-0.0552,0.9745,0.92,-2.32,0.06,-10.82,39.79,-6.08,supine
2023-10-01 23:53:02,0.038,-0.052,0.9756,0.98,-2.32,0.31,-9.86,39.9,-4.79,supine
2023-10-01 23:53:02,0.0344,-0.0552,0.9746,0.73,-2.5,0.06,-10.72,39.53,-6.25,supine
2023-10-01 23:53:02,0.0354,-0.052,0.9753,0.79,-2.44,0.18,-11.38,39.7,-5.63,supine
2023-10-01 23:53:02,0.0377,-0.0554,0.974,0.67,-2.2,0.06,-10.28,39.66,-5.44,supine
2023-10-01 23:53:02,0.0359,-0.0518,0.9747,0.79,-2.5,0.18,-10.12,40.42,-4.76,supine
2023-10-01 23:53:02,0.0388,-0.0548,0.9738,0.92,-2.2,0.12,-10.97,39.48,-6.74,supine
2023-10-01 23:53:02,0.0355,-0.0538,0.9752,0.85,-2.56,0.18,-10.83,39.9,-6.02,supine
2023-10-01 23:53:03,0.0377,-0.056,0.9751,0.92,-2.26,0.31,-10.05,40.41,-4.39,supine
2023-10-01 23:53:03,0.0359,-0.0548,0.9752,0.98,-2.14,0.37,-10.5,39.29,-5.54,supine
2023-10-01 23:53:03,0.0376,-0.0537,0.9747,0.92,-2.56,0.06,-10.39,39.36,-6.07,supine
2023-10-01 23:53:03,0.0366,-0.0562,0.976,1.1,-1.95,0.12,-10.57,40.06,-4.52,supine
2023-10-01 23:53:03,0.03,-0.0493,0.9744,0.43,-3.36,-0.18,-10.42,39.59,-5.44,supine
2023-10-01 23:53:03,0.0326,-0.0585,0.9722,1.16,-1.4,0.24,-10.57,38.57,-6.41,supine
2023-10-01 23:53:03,0.0332,-0.0499,0.9807,1.04,-2.08,0.31,-10.47,39.51,-5.19,supine
2023-10-01 23:53:03,0.0421,-0.0503,0.9739,0.73,-3.23,0.0,-10.45,40.5,-4.81,supine
2023-10-01 23:53:03,0.0348,-0.0569,0.9767,1.46,-0.98,0.24,-10.05,38.89,-5.07,supine
